16:54:50 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'admin'
16:54:50 [main] INFO  com.revature.controller.UserController - User [id=109, username=admin, password=admin, role_id=3, status=1]
17:37:55 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 18 and user_id = 26 and active = 1
17:37:55 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 12 order by created_at asc
17:37:55 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:37:56 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 30 and user_id = 67 and active = 1
17:37:56 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 11 order by created_at asc
17:37:56 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:37:56 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 111 and user_id = 4 and active = 1
17:38:17 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'chumbie1'
17:38:17 [main] INFO  com.revature.controller.UserController - User [id=5, username=chumbie1, password=fG8xnyuvqq, role_id=1, status=1]
17:38:19 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 26
17:38:19 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 18 and user_id = 26 and active = 1
17:38:19 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 12 order by created_at asc
17:38:19 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:38:19 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 30 and user_id = 67 and active = 1
17:38:19 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 11 order by created_at asc
17:38:19 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:38:19 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 111 and user_id = 4 and active = 1
17:39:15 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'chumbie1'
17:39:15 [main] INFO  com.revature.controller.UserController - User [id=5, username=chumbie1, password=fG8xnyuvqq, role_id=1, status=1]
17:39:18 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 26
17:39:18 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 18 and user_id = 26 and active = 1
17:39:18 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 12 order by created_at asc
17:39:18 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:39:18 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 30 and user_id = 67 and active = 1
17:39:18 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 11 order by created_at asc
17:39:18 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:39:18 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 111 and user_id = 4 and active = 1
17:39:18 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 17 order by created_at asc
17:39:43 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 111 
17:40:01 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 112 
17:40:03 [main] INFO  com.revature.daos.OfferPostgres - delete from offers where product_id = 112
17:40:03 [main] INFO  com.revature.daos.ProductPostgres - delete from products where id = 112
17:40:53 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 111 
17:40:53 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:40:53 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 111 and user_id = 4 and active = 1
17:40:53 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 17 order by created_at asc
17:41:06 [main] INFO  com.revature.daos.ProductPostgres - select * from products where lower(product_name) like 'testgggg' and id != 111
17:41:07 [main] INFO  com.revature.daos.ProductPostgres - update products set product_name = 'testgggg', price = 100.0 where id = 111
17:42:34 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'chumbie1'
17:42:34 [main] INFO  com.revature.controller.UserController - User [id=5, username=chumbie1, password=fG8xnyuvqq, role_id=1, status=1]
17:42:40 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 112 
17:42:46 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 111 
17:43:41 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
17:44:04 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 39 
17:44:08 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
17:44:57 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'chumbie1'
17:44:57 [main] INFO  com.revature.controller.UserController - User [id=5, username=chumbie1, password=fG8xnyuvqq, role_id=1, status=1]
17:45:02 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
17:46:15 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'gcrossingham1p'
17:46:15 [main] INFO  com.revature.controller.UserController - User [id=65, username=gcrossingham1p, password=tlaoNFX, role_id=1, status=1]
17:46:20 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
17:46:42 [main] INFO  com.revature.daos.UserPostgres - select * from users where LOWER(username)  = 'gcrossingham1p'
17:46:42 [main] INFO  com.revature.controller.UserController - User [id=65, username=gcrossingham1p, password=tlaoNFX, role_id=1, status=1]
17:47:07 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
17:47:58 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 18 
17:48:06 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 26
17:48:06 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 18 and user_id = 26 and active = 1
17:48:06 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 12 order by created_at asc
17:48:06 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:48:06 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 30 and user_id = 67 and active = 1
17:48:06 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 11 order by created_at asc
17:48:06 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:48:06 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 111 and user_id = 4 and active = 1
17:48:06 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 17 order by created_at asc
17:48:25 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 29 
17:48:37 [main] INFO  com.revature.daos.ProductPostgres - select * from products where lower(product_name) like 'revature' and id != 29
17:48:37 [main] INFO  com.revature.daos.ProductPostgres - update products set product_name = 'revature', price = 50.0 where id = 29
17:48:39 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 26
17:48:39 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 18 and user_id = 26 and active = 1
17:48:39 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 12 order by created_at asc
17:48:39 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:48:39 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 30 and user_id = 67 and active = 1
17:48:39 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 11 order by created_at asc
17:48:39 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:48:39 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where product_id = 111 and user_id = 4 and active = 1
17:48:39 [main] INFO  com.revature.daos.PaymentPostgres - select * from payment where payment_connection_id = 17 order by created_at asc
17:49:31 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where id = 17
17:49:31 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:49:31 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 111 
17:49:31 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where id = 17
17:49:31 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 4
17:49:31 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 111 
17:49:31 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where id = 11
17:49:31 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:49:31 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
17:49:31 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where id = 12
17:49:31 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 26
17:49:31 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 18 
17:49:31 [main] INFO  com.revature.daos.PaymentConnDAO - select * from payment_connection where id = 11
17:49:31 [main] INFO  com.revature.daos.UserPostgres - select * from users where id = 67
17:49:31 [main] INFO  com.revature.daos.ProductPostgres - select * from products where id = 30 
